"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"915","260","27","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","27","25","27","25","0","95","301","109","33","43","6","11","27","42","61","59","35","44","26","29","108","102","108","102","0","95","99","57","99","57","0","95","531","232","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","503","230","503","230","8","14","0","95","8","14","74","76","26","35","48","64","86","71","0","95","86","71","335","165","122","101","213","137","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","28","42","0","95","0","95","0","95","0","95","0","95","0","95","28","42","28","42","0","95","0","95","0","95","0","95","56","48","27","43","0","95","27","43","20","22","0","95","20","22","9","14","9","14","0","95","0","95","0","95","0","95","1400000US06037185204","Census Tract 1852.04, Los Angeles County, California"
"1669","306","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","93","51","20","27","5","9","15","25","36","25","31","25","5","9","37","37","37","37","0","95","0","95","0","95","0","95","1563","326","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1563","326","1376","317","189","123","0","95","189","123","290","145","22","21","268","152","415","238","97","54","318","216","482","126","374","93","108","67","187","101","31","27","31","27","0","95","86","59","24","36","62","49","45","40","22","25","23","35","25","40","25","40","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","13","21","13","21","0","95","13","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037185310","Census Tract 1853.10, Los Angeles County, California"
"1461","234","1","2","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1","2","1","2","0","95","150","122","22","27","0","95","22","27","63","60","63","60","0","95","44","45","22","22","22","23","21","26","20","26","1","3","1310","265","29","35","0","95","0","95","0","95","8","13","0","95","8","13","0","95","0","95","0","95","21","33","21","33","0","95","1250","272","1088","227","99","72","16","25","83","65","204","120","5","8","199","120","207","81","61","58","146","75","578","155","356","133","222","103","162","101","0","95","0","95","0","95","85","56","13","16","72","51","77","71","52","59","25","30","0","95","0","95","0","95","31","38","19","32","19","32","0","95","12","21","0","95","12","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037185320","Census Tract 1853.20, Los Angeles County, California"
"1580","297","83","63","0","95","0","95","0","95","9","13","9","13","0","95","0","95","0","95","0","95","74","61","37","34","37","49","826","227","111","112","6","11","105","114","118","75","86","59","32","30","245","120","213","105","32","30","352","156","352","156","0","95","638","270","61","62","16","27","0","95","16","27","0","95","0","95","0","95","13","22","0","95","13","22","32","38","32","38","0","95","390","168","272","143","0","95","0","95","0","95","42","67","0","95","42","67","70","67","58","65","12","18","160","104","93","74","67","60","118","85","0","95","0","95","0","95","13","21","0","95","13","21","61","59","24","37","37","46","44","33","33","32","11","18","187","168","30","38","7","12","23","36","0","95","0","95","0","95","11","19","11","19","0","95","146","162","146","162","0","95","33","37","10","16","10","16","0","95","10","16","10","16","0","95","13","20","0","95","13","20","0","95","0","95","0","95","1400000US06037186100","Census Tract 1861, Los Angeles County, California"
"1768","351","12","18","11","18","0","95","11","18","0","95","0","95","0","95","0","95","0","95","0","95","1","2","1","2","0","95","874","271","298","207","9","14","289","206","128","96","65","77","63","58","429","248","295","184","134","87","19","22","18","22","1","3","873","387","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","848","397","481","397","34","42","0","95","34","42","237","309","44","68","193","299","179","141","92","114","87","97","31","33","21","28","10","17","367","203","62","96","0","95","62","96","126","86","69","62","57","60","169","122","49","52","120","109","10","19","10","19","0","95","25","40","0","95","0","95","0","95","0","95","0","95","0","95","25","40","25","40","0","95","0","95","0","95","0","95","9","15","0","95","0","95","0","95","9","15","0","95","9","15","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037186201","Census Tract 1862.01, Los Angeles County, California"
"765","234","15","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","15","24","15","24","0","95","496","214","86","126","0","95","86","126","66","61","44","50","22","34","124","84","107","69","17","30","220","128","220","128","0","95","247","163","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","119","124","76","111","0","95","0","95","0","95","76","111","0","95","76","111","0","95","0","95","0","95","0","95","0","95","0","95","43","68","0","95","0","95","0","95","0","95","0","95","0","95","43","68","43","68","0","95","0","95","0","95","0","95","128","134","0","95","0","95","0","95","0","95","0","95","0","95","71","113","71","113","0","95","57","72","57","72","0","95","7","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","7","14","7","14","0","95","1400000US06037186202","Census Tract 1862.02, Los Angeles County, California"
"1243","483","55","58","0","95","0","95","0","95","33","50","0","95","33","50","6","17","6","17","0","95","16","25","0","95","16","25","269","118","82","70","0","95","82","70","0","95","0","95","0","95","51","40","51","40","0","95","136","65","101","51","35","54","919","474","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","565","293","372","281","14","22","0","95","14","22","72","91","0","95","72","91","0","95","0","95","0","95","286","330","271","329","15","23","193","167","62","71","0","95","62","71","0","95","0","95","0","95","45","70","0","95","45","70","86","119","48","61","38","60","354","395","81","97","0","95","81","97","0","95","0","95","0","95","0","95","0","95","0","95","273","299","273","299","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037186203","Census Tract 1862.03, Los Angeles County, California"
"1433","303","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","217","150","60","95","0","95","60","95","26","31","10","17","16","26","131","97","131","97","0","95","0","95","0","95","0","95","1216","283","22","29","0","95","0","95","0","95","7","13","0","95","7","13","0","95","0","95","0","95","15","23","15","23","0","95","1138","290","654","300","152","112","0","95","152","112","307","180","15","25","292","176","155","74","16","27","139","75","40","129","23","59","17","70","484","197","76","60","0","95","76","60","127","106","0","95","127","106","209","110","118","84","91","80","72","77","36","46","36","45","56","39","0","95","0","95","0","95","0","95","0","95","0","95","23","25","23","25","0","95","33","28","33","28","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037186301","Census Tract 1863.01, Los Angeles County, California"
"2029","476","14","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","14","25","1","10","13","22","742","220","168","141","20","32","148","147","148","64","87","62","61","50","221","84","186","81","35","49","205","102","193","101","12","20","1254","425","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1240","431","1225","431","0","95","0","95","0","95","440","237","57","71","383","233","304","152","32","52","272","147","481","344","372","265","109","112","15","23","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","15","23","15","23","0","95","14","23","14","23","0","95","14","23","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","19","34","9","16","0","95","9","16","0","95","0","95","0","95","10","18","10","18","0","95","0","95","0","95","0","95","1400000US06037186302","Census Tract 1863.02, Los Angeles County, California"
"1835","319","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","364","208","165","120","27","42","138","109","86","90","13","11","73","90","44","49","44","49","0","95","69","52","34","31","35","38","1471","293","19","19","0","95","0","95","0","95","0","95","0","95","0","95","9","14","0","95","9","14","10","15","10","15","0","95","1304","291","911","221","87","67","15","24","72","63","272","115","35","39","237","112","269","127","41","40","228","127","283","147","111","74","172","141","393","230","105","109","0","95","105","109","31","36","16","26","15","23","232","192","72","74","160","129","25","27","14","22","11","16","148","179","54","86","0","95","54","86","49","79","49","79","0","95","41","69","41","69","0","95","4","7","4","7","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037186401","Census Tract 1864.01, Los Angeles County, California"
"1562","236","6","10","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","6","10","6","10","0","95","359","189","30","36","30","36","0","95","71","51","53","42","18","28","110","81","110","81","0","95","148","105","115","68","33","53","1197","195","50","55","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","50","55","50","55","0","95","1100","181","755","155","76","91","0","95","76","91","224","137","0","95","224","137","166","84","69","54","97","65","289","116","223","117","66","49","345","165","68","45","0","95","68","45","51","48","0","95","51","48","175","111","111","84","64","65","51","56","34","33","17","26","47","71","28","41","0","95","28","41","0","95","0","95","0","95","8","13","8","13","0","95","11","17","11","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037186403","Census Tract 1864.03, Los Angeles County, California"
"1106","267","14","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","14","21","14","21","0","95","78","65","30","47","13","20","17","27","22","25","12","19","10","16","26","22","26","22","0","95","0","95","0","95","0","95","999","256","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","973","255","686","212","99","86","40","64","59","54","87","52","41","32","46","54","303","159","96","73","207","117","197","96","50","42","147","82","287","179","19","25","14","21","5","12","50","39","20","20","30","29","73","71","17","25","56","66","145","125","65","66","80","73","26","41","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","26","41","0","95","26","41","15","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","15","24","15","24","0","95","1400000US06037186404","Census Tract 1864.04, Los Angeles County, California"
"1257","230","96","100","21","34","21","34","0","95","23","37","23","37","0","95","33","45","20","27","13","23","19","22","9","14","10","18","662","239","169","190","12","19","157","191","66","61","53","53","13","20","195","123","155","92","40","53","232","122","232","122","0","95","490","132","56","51","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","56","51","48","46","8","15","434","134","355","133","20","32","0","95","20","32","108","117","0","95","108","117","55","45","55","45","0","95","172","113","134","79","38","46","79","78","0","95","0","95","0","95","0","95","0","95","0","95","26","35","0","95","26","35","53","64","53","64","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","15","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","15","9","15","0","95","1400000US06037187101","Census Tract 1871.01, Los Angeles County, California"
"1507","170","52","47","34","47","34","47","0","95","0","95","0","95","0","95","0","95","0","95","0","95","18","29","18","29","0","95","461","142","149","137","0","95","149","137","110","135","110","135","0","95","117","121","117","121","0","95","85","89","85","89","0","95","973","154","62","75","15","25","0","95","15","25","0","95","0","95","0","95","0","95","0","95","0","95","47","71","47","71","0","95","858","181","531","190","0","95","0","95","0","95","186","109","28","41","158","100","163","102","32","48","131","86","182","135","133","99","49","61","327","126","8","12","0","95","8","12","77","68","0","95","77","68","57","59","22","35","35","43","185","110","136","94","49","72","53","49","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","53","49","53","49","0","95","21","32","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","32","21","32","0","95","1400000US06037187102","Census Tract 1871.02, Los Angeles County, California"
"1437","252","22","34","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","22","34","22","34","0","95","224","87","35","35","16","17","19","23","69","56","43","38","26","40","61","42","61","42","0","95","59","48","59","48","0","95","1191","242","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1191","242","836","189","98","88","0","95","98","88","214","133","28","25","186","131","217","127","60","57","157","116","307","92","200","78","107","62","355","219","105","113","0","95","105","113","95","81","5","13","90","81","94","67","58","57","36","35","61","43","31","34","30","29","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037187200","Census Tract 1872, Los Angeles County, California"
"686","161","46","44","19","34","0","95","19","34","0","95","0","95","0","95","0","95","0","95","0","95","27","30","27","30","0","95","365","104","52","73","2","6","50","72","80","51","35","34","45","36","149","90","107","79","42","44","84","50","69","43","15","25","262","125","21","23","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","23","21","23","0","95","241","123","185","108","24","28","24","28","0","95","10","18","0","95","10","18","26","31","10","17","16","26","125","84","90","67","35","47","56","43","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","56","43","56","43","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","13","20","0","95","0","95","0","95","0","95","0","95","0","95","13","20","0","95","13","20","0","95","0","95","0","95","1400000US06037187300","Census Tract 1873, Los Angeles County, California"
